legId,searchDate,flightDate,startingAirport,destinationAirport,fareBasisCode,travelDuration,elapsedDays,isBasicEconomy,isRefundable,isNonStop,baseFare,totalFare,seatsRemaining,totalTravelDistance,segmentsDepartureTimeEpochSeconds,segmentsDepartureTimeRaw,segmentsArrivalTimeEpochSeconds,segmentsArrivalTimeRaw,segmentsArrivalAirportCode,segmentsDepartureAirportCode,segmentsAirlineName,segmentsAirlineCode,segmentsEquipmentDescription,segmentsDurationInSeconds,segmentsDistance,segmentsCabinCode
d0effb49cb522fc53ba5caf565466da1,2022-07-04,2022-07-29,BOS,LGA,VAA0OQEN,PT4H30M,0,False,False,False,180.47,217.61,5,627.0,1659102180||1659112620,2022-07-29T09:43:00.000-04:00||2022-07-29T12:37:00.000-04:00,1659108060||1659118380,2022-07-29T11:21:00.000-04:00||2022-07-29T14:13:00.000-04:00,IAD||LGA,BOS||IAD,United||United,UA||UA,Boeing 737 MAX 9||Embraer 175 (Enhanced Winglets),5880||5760,406||221,coach||coach
7e5e081a6767a9b2efa9340784773752,2022-05-02,2022-05-19,DEN,MIA,VAA0OHEN,PT10H49M,1,False,False,False,565.58,631.6,3,2725.0,1653026340||1653053460,2022-05-19T23:59:00.000-06:00||2022-05-20T09:31:00.000-04:00,1653039480||1653065280,2022-05-20T05:38:00.000-04:00||2022-05-20T12:48:00.000-04:00,EWR||MIA,DEN||EWR,United||United,UA||UA,Boeing 737-900||Airbus A320,13140||11820,1621||1104,coach||coach
b2b5f49afb98af646e28f20f4bdba404,2022-09-03,2022-09-15,LAX,EWR,L0AZZNN1,PT7H35M,0,False,False,False,302.33,348.61,7,2573.0,1663271340||1663286460,2022-09-15T12:49:00.000-07:00||2022-09-15T19:01:00.000-05:00,1663282020||1663298640,2022-09-15T17:47:00.000-05:00||2022-09-15T23:24:00.000-04:00,DFW||EWR,ONT||DFW,American Airlines||American Airlines,AA||AA,Airbus A321||Airbus A321,10680||12180,1193||1380,coach||coach
eb0f00a9c6b4cc70342249eb951b0dc0,2022-06-22,2022-07-29,EWR,CLT,NVAHZNN1,PT2H3M,0,False,False,True,133.95,158.6,7,545.0,1659137400,2022-07-29T19:30:00.000-04:00,1659144780,2022-07-29T21:33:00.000-04:00,CLT,EWR,American Airlines,AA,Airbus A321,7380,545,coach
aa2a00c05831ca924316bbbbe78b9b62,2022-05-06,2022-05-24,CLT,LGA,QUAIXSN3,PT5H,0,False,False,False,106.05,136.1,3,548.0,1653430800||1653444000,2022-05-24T18:20:00.000-04:00||2022-05-24T22:00:00.000-04:00,1653435840||1653448800,2022-05-24T19:44:00.000-04:00||2022-05-24T23:20:00.000-04:00,DCA||LGA,CLT||DCA,American Airlines||American Airlines,AA||AA,Airbus A321||Embraer 175,5040||4800,327||221,coach||coach
fc57dd01625a92b37bacdaba4deabf18,2022-09-05,2022-10-12,LGA,DTW,QVAJKNB3,PT4H52M,0,True,False,False,73.49,101.1,7,1050.0,1665615540||1665626940,2022-10-12T18:59:00.000-04:00||2022-10-12T22:09:00.000-04:00,1665623100||1665633060,2022-10-12T21:05:00.000-04:00||2022-10-12T23:51:00.000-04:00,CLT||DTW,LGA||CLT,American Airlines||American Airlines,AA||AA,Airbus A319||Boeing 737-800,7560||6120,545||505,coach||coach
36852c3762c1de2c5edbbadda8a51f74,2022-05-09,2022-05-12,JFK,SFO,HH0JUEL1,PT6H21M,0,False,False,True,445.58,493.6,7,2566.0,1652352900,2022-05-12T06:55:00.000-04:00,1652375760,2022-05-12T10:16:00.000-07:00,SFO,JFK,JetBlue Airways,B6,Airbus A319-321,22860,2566,coach
084c97e1c92e92d05f59a3f1d92eaa32,2022-09-27,2022-10-05,ATL,SFO,G0AHZNN1,PT7H25M,0,False,False,False,381.4,433.61,7,2193.0,1664987460||1665000900,2022-10-05T12:31:00.000-04:00||2022-10-05T15:15:00.000-05:00,1664996100||1665014160,2022-10-05T13:55:00.000-05:00||2022-10-05T16:56:00.000-07:00,DFW||SFO,ATL||DFW,American Airlines||American Airlines,AA||AA,Airbus A321||Airbus A321,8640||13260,725||1468,coach||coach
55216023dd63d37dfdeae1614182c79d,2022-06-13,2022-07-26,OAK,DFW,QA0NA0MC,PT5H52M,0,False,False,False,336.74,385.6,9,1580.0,1658840400||1658852100,2022-07-26T06:00:00.000-07:00||2022-07-26T10:15:00.000-06:00,1658847180||1658861520,2022-07-26T08:53:00.000-06:00||2022-07-26T13:52:00.000-05:00,SLC||DFW,OAK||SLC,Delta||Delta,DL||DL,Airbus A220-100||,6780||9420,588||992,coach||coach
d10e88e6fe1e7d7bfdf7b6c86b748e8e,2022-06-30,2022-08-18,BOS,IAD,V0AJZNN1,PT5H40M,1,False,False,False,328.37,375.1,7,1055.0,1660861980||1660877160,2022-08-18T18:33:00.000-04:00||2022-08-18T22:46:00.000-04:00,1660870740||1660882380,2022-08-18T20:59:00.000-04:00||2022-08-19T00:13:00.000-04:00,CLT||IAD,BOS||CLT,American Airlines||American Airlines,AA||AA,Boeing 737-800||Boeing 737-800,8760||5220,728||327,coach||coach
8edfba851fedfcfe79f7300b1e14c66d,2022-07-18,2022-09-01,LAX,PHL,VAA3AKEN,PT7H5M,0,False,False,False,507.91,569.6,1,2415.0,1662062580||1662074940,2022-09-01T13:03:00.000-07:00||2022-09-01T17:29:00.000-06:00,1662071400||1662088080,2022-09-01T16:30:00.000-06:00||2022-09-01T23:08:00.000-04:00,DEN||PHL,LAX||DEN,United||United,UA||UA,Boeing 737-800||Airbus A320,8820||13140,848||1567,coach||coach
f2692c94f77847243c92d6d8bd373e52,2022-09-12,2022-09-30,LGA,ATL,UA7NR,PT11H33M,0,False,False,False,86.0,193.58,0,,1664546100||1664580900,2022-09-30T09:55:00.000-04:00||2022-09-30T19:35:00.000-04:00,1664557380||1664587680,2022-09-30T13:03:00.000-04:00||2022-09-30T21:28:00.000-04:00,FLL||ATL,LGA||FLL,Spirit Airlines||Spirit Airlines,NK||NK,AIRBUS INDUSTRIE A321 SHARKLETS||AIRBUS INDUSTRIE A321 SHARKLETS,11280||6780,None||None,coach||coach
209ca03987fd68b876360bb747b4fefa,2022-06-03,2022-07-09,DFW,LGA,BUAIZNN1,PT3H28M,0,False,False,True,196.27,225.59,7,1380.0,1657399620,2022-07-09T15:47:00.000-05:00,1657412100,2022-07-09T20:15:00.000-04:00,LGA,DFW,JetBlue Airways,B6,Boeing 737-800,12480,1380,coach
bd43ab3ed35d94101057d503aa294ed8,2022-09-26,2022-10-02,DEN,LAX,V7AHZNN1,PT2H32M,0,False,False,True,189.77,218.6,4,848.0,1664714940,2022-10-02T06:49:00.000-06:00,1664724060,2022-10-02T08:21:00.000-07:00,LAX,DEN,Alaska Airlines,AS,Embraer 175,9120,848,coach
f0c38fd1b6f37aecc471679c614978f8,2022-04-17,2022-04-22,ATL,LGA,MA0NA0MQ,PT2H17M,0,False,False,True,371.16,413.6,6,762.0,1650655200,2022-04-22T15:20:00.000-04:00,1650663420,2022-04-22T17:37:00.000-04:00,LGA,ATL,Delta,DL,Airbus A320,8220,762,coach
e2dfac84f77dff00cc97b37bf35e1215,2022-07-15,2022-09-05,DFW,BOS,VAA0OKEN,PT5H48M,0,False,False,False,274.42,318.6,9,1565.0,1662403860||1662419160,2022-09-05T13:51:00.000-05:00||2022-09-05T19:06:00.000-04:00,1662417000||1662424740,2022-09-05T18:30:00.000-04:00||2022-09-05T20:39:00.000-04:00,EWR||BOS,DFW||EWR,United||United,UA||UA,Boeing 737-800||Embraer 175 (Enhanced Winglets),13140||5580,1380||185,coach||coach
e25a553ca0058da2e2036b5fcddcec4a,2022-07-18,2022-08-27,PHL,SFO,VH4OASMN,PT13H30M,0,False,False,False,472.56,537.2,7,3051.0,1661598900||1661639700,2022-08-27T07:15:00.000-04:00||2022-08-27T15:35:00.000-07:00,1661620500||1661647500,2022-08-27T10:15:00.000-07:00||2022-08-27T17:45:00.000-07:00,SEA||SFO,PHL||SEA,Alaska Airlines||Alaska Airlines,AS||AS,Boeing 737 MAX 9||AIRBUS INDUSTRIE A321 SHARKLETS,21600||7800,2372||679,coach||coach
b5967e1db6230637f4043343b2f9adf1,2022-05-22,2022-06-14,LAX,LGA,HAA7JQEN,PT10H38M,0,False,False,False,403.72,453.1,2,1383.0,1655210700||1655235840,2022-06-14T05:45:00.000-07:00||2022-06-14T14:44:00.000-05:00,1655223000||1655248980,2022-06-14T11:10:00.000-05:00||2022-06-14T19:23:00.000-04:00,IAH||LGA,LAX||IAH,United||United,UA||UA,Boeing 737 MAX 9||Airbus A319,12300||13140,1383||1419,coach||coach
83354d52485a8eb68d9cd08f3bb972c8,2022-09-28,2022-10-10,MIA,ORD,KA7OA0MQ,PT12H8M,1,False,False,False,439.07,501.2,9,1393.0,1665444120||1665481740,2022-10-10T19:22:00.000-04:00||2022-10-11T05:49:00.000-04:00,1665454800||1665487800,2022-10-10T22:20:00.000-04:00||2022-10-11T06:30:00.000-05:00,DTW||ORD,MIA||DTW,Delta||United,DL||UA,Airbus A320||Embraer 175 (Enhanced Winglets),10680||6060,1153||240,coach||coach
464f7c86d65fd7ff5fe3d103a5d73888,2022-10-05,2022-10-17,BOS,DFW,B7AWZNN1,PT6H30M,0,False,False,False,287.44,332.6,7,1570.0,1666000800||1666009800,2022-10-17T06:00:00.000-04:00||2022-10-17T08:30:00.000-04:00,1666005420||1666024200,2022-10-17T07:17:00.000-04:00||2022-10-17T11:30:00.000-05:00,LGA||DFW,BOS||LGA,JetBlue Airways||JetBlue Airways,B6||B6,Embraer 190||Boeing 737-800,4620||14400,186||1384,coach||coach
581dee40fb237c0679355617f17d3327,2022-05-30,2022-06-05,DEN,MIA,KA3OA0MQ,PT10H37M,0,False,False,False,467.91,532.2,5,1803.0,1654430400||1654461840,2022-06-05T06:00:00.000-06:00||2022-06-05T16:44:00.000-04:00,1654440780||1654468620,2022-06-05T10:53:00.000-04:00||2022-06-05T18:37:00.000-04:00,ATL||MIA,DEN||ATL,Delta||Delta,DL||DL,Airbus A321||Airbus A321,10380||6780,1207||596,coach||coach
170e502fec5e8c38d8b6521ac16f583c,2022-08-02,2022-08-05,SFO,MIA,EAA0KKEN,PT9H18M,1,False,False,False,603.72,672.6,5,3670.0,1659764400||1659786720,2022-08-05T22:40:00.000-07:00||2022-08-06T07:52:00.000-04:00,1659784020||1659797880,2022-08-06T07:07:00.000-04:00||2022-08-06T10:58:00.000-04:00,EWR||MIA,SFO||EWR,United||United,UA||UA,BOEING 777-300ER||Boeing 737 MAX 8,19620||11160,2566||1104,coach||coach
50471455efc704017f5dfc62ebaa39e7,2022-09-23,2022-10-01,LGA,DTW,LA7NX0MQ,PT1H52M,0,False,False,True,233.49,265.6,9,485.0,1664618400,2022-10-01T06:00:00.000-04:00,1664625120,2022-10-01T07:52:00.000-04:00,DTW,LGA,Delta,DL,Airbus A319,6720,485,coach
89dd859ae7b7db09b6a842809319a9e3,2022-05-02,2022-06-01,LAX,CLT,BA0NA0MQ,PT7H59M,0,False,False,False,432.56,488.6,9,2147.0,1654113600||1654137840,2022-06-01T13:00:00.000-07:00||2022-06-01T22:44:00.000-04:00,1654128180||1654142340,2022-06-01T20:03:00.000-04:00||2022-06-01T23:59:00.000-04:00,ATL||CLT,ONT||ATL,Delta||Delta,DL||DL,Airbus A321||Boeing 717,14580||4500,1919||228,coach||coach
6704913382d7abfcfdf7fecea132d53b,2022-05-14,2022-05-28,CLT,ORD,SUAIZNN3,PT2H8M,0,False,False,True,127.44,150.1,7,592.0,1653769500,2022-05-28T16:25:00.000-04:00,1653777180,2022-05-28T17:33:00.000-05:00,ORD,CLT,American Airlines,AA,Boeing 737-800,7680,592,coach
3fd4512ae75bf3270c97c80c72326abd,2022-10-05,2022-10-28,ORD,BOS,NI4AUEY5,PT4H46M,0,False,False,False,82.79,112.6,2,917.0,1666991040||1667003400,2022-10-28T16:04:00.000-05:00||2022-10-28T20:30:00.000-04:00,1666999860||1667008200,2022-10-28T19:31:00.000-04:00||2022-10-28T21:50:00.000-04:00,JFK||BOS,ORD||JFK,American Airlines||American Airlines,AA||AA,Embraer 190||Airbus A321,8820||4800,731||186,coach||coach
b32c02cc7fdf5c1cb5d39bea729a3497,2022-04-29,2022-06-28,DEN,JFK,HAA0OFEN,PT12H8M,1,False,False,False,528.38,597.21,9,1948.0,1656458400||1656497100,2022-06-28T17:20:00.000-06:00||2022-06-29T06:05:00.000-04:00,1656472920||1656502080,2022-06-28T23:22:00.000-04:00||2022-06-29T07:28:00.000-04:00,BOS||JFK,DEN||BOS,United||Delta,UA||DL,Boeing 737-800||Airbus A220-100,14520||4980,1763||185,coach||coach
daae22e3eedc423b5149dd5b2cddf7c0,2022-07-24,2022-09-01,ORD,ATL,SRA2AHER,PT10H18M,1,False,False,False,267.91,317.2,4,1482.0,1662085800||1662114540,2022-09-01T21:30:00.000-05:00||2022-09-02T06:29:00.000-04:00,1662093960||1662122880,2022-09-02T00:46:00.000-04:00||2022-09-02T08:48:00.000-04:00,EWR||ATL,ORD||EWR,United||United,UA||UA,Boeing 737-800||Boeing 737-700,8160||8340,720||762,coach||coach
9423fa69dd4163e0ff0837145d5537cf,2022-05-02,2022-05-31,ORD,LAX,HAUNA0MC,PT9H10M,1,False,False,False,316.28,363.6,9,1875.0,1654036500||1654055700,2022-05-31T17:35:00.000-05:00||2022-05-31T22:55:00.000-05:00,1654042080||1654069500,2022-05-31T19:08:00.000-05:00||2022-06-01T00:45:00.000-07:00,MSP||LAX,ORD||MSP,Delta||Delta,DL||DL,Boeing 717||Boeing 737-900,5580||13800,341||1534,coach||coach
5d739f3dad7a477528d21188401478b5,2022-08-12,2022-09-27,IAD,ATL,LAA2AWBN,PT7H34M,0,True,False,False,68.84,97.6,9,983.0,1664282340||1664301000,2022-09-27T08:39:00.000-04:00||2022-09-27T13:50:00.000-04:00,1664287140||1664309580,2022-09-27T09:59:00.000-04:00||2022-09-27T16:13:00.000-04:00,EWR||ATL,IAD||EWR,United||United,UA||UA,Boeing 737-800||Airbus A319,4800||8580,221||762,coach||coach
a4855b6d8ff461ef2279b3d7ded475cb,2022-09-17,2022-09-21,IAD,BOS,V0AIZNN1,PT6H22M,0,False,False,False,542.33,609.61,5,1056.0,1663781700||1663791300||1663799580,2022-09-21T13:35:00.000-04:00||2022-09-21T16:15:00.000-04:00||2022-09-21T18:33:00.000-04:00,1663787160||1663797000||1663804620,2022-09-21T15:06:00.000-04:00||2022-09-21T17:50:00.000-04:00||2022-09-21T19:57:00.000-04:00,CLT||PHL||BOS,IAD||CLT||PHL,American Airlines||American Airlines||American Airlines,AA||AA||AA,Canadair Regional Jet 900||Airbus A321||Airbus A321,5460||5700||5040,327||449||280,coach||coach||coach
7941d00c33428ead9d0895839739a081,2022-08-23,2022-09-07,ATL,BOS,LAA4AHBN,PT5H3M,0,True,False,False,78.14,107.6,9,947.0,1662545700||1662559140,2022-09-07T06:15:00.000-04:00||2022-09-07T09:59:00.000-04:00,1662553680||1662563880,2022-09-07T08:28:00.000-04:00||2022-09-07T11:18:00.000-04:00,EWR||BOS,ATL||EWR,United||United,UA||UA,Embraer 170||Boeing 737 MAX 9,7980||4740,762||185,coach||coach
f6048da5c3c1e3ce741467de335a2467,2022-07-22,2022-09-07,CLT,PHL,L0APZNN1,PT1H35M,0,False,False,True,350.7,390.1,7,449.0,1662581700,2022-09-07T16:15:00.000-04:00,1662587400,2022-09-07T17:50:00.000-04:00,PHL,CLT,American Airlines,AA,Airbus A321,5700,449,coach
9389396dda61cabbf7025300d3bec1ad,2022-06-16,2022-07-16,MIA,BOS,L0AJZNN1,PT3H32M,0,False,False,True,240.93,273.6,4,1260.0,1658015100,2022-07-16T19:45:00.000-04:00,1658027820,2022-07-16T23:17:00.000-04:00,BOS,MIA,American Airlines,AA,Boeing 737-800,12720,1260,coach
c5087c669b2e642623e0a1464fbf0396,2022-07-08,2022-07-20,ATL,DTW,UATNA0MC,PT8H18M,0,False,False,False,345.11,400.19,4,1358.0,1658323200||1658343060,2022-07-20T09:20:00.000-04:00||2022-07-20T14:51:00.000-04:00,1658328600||1658353080,2022-07-20T10:50:00.000-04:00||2022-07-20T17:38:00.000-04:00,MCO||DTW,ATL||MCO,Delta||Delta,DL||DL,Boeing 757||Airbus A321,5400||10020,399||959,coach||coach
62a169cb37a6c8a8ea45b1195c648f48,2022-07-09,2022-07-20,SFO,IAD,WAA7AHEN,PT8H45M,1,False,False,False,372.09,423.6,9,2634.0,1658347200||1658360460,2022-07-20T13:00:00.000-07:00||2022-07-20T16:41:00.000-07:00,1658353140||1658378700,2022-07-20T14:39:00.000-07:00||2022-07-21T00:45:00.000-04:00,LAX||IAD,SFO||LAX,United||United,UA||UA,Boeing 737-800||Boeing 737-900,5940||18240,339||2295,coach||coach
b967a36b38e304219523366bb7728b37,2022-06-20,2022-08-02,MIA,BOS,WA3NR,PT6H10M,0,False,False,False,57.0,102.58,0,,1659473700||1659484740,2022-08-02T16:55:00.000-04:00||2022-08-02T19:59:00.000-04:00,1659477780||1659495900,2022-08-02T18:03:00.000-04:00||2022-08-02T23:05:00.000-04:00,MCO||BOS,MIA||MCO,Spirit Airlines||Spirit Airlines,NK||NK,AIRBUS INDUSTRIE A321 SHARKLETS||AIRBUS INDUSTRIE A320 SHARKLETS,4080||11160,None||None,coach||coach
652be85ccebac0e3043fec33063a8404,2022-05-13,2022-05-25,DEN,BOS,BA0OA0MC,PT5H19M,1,False,False,False,571.16,637.6,9,1764.0,1653521580||1653533940,2022-05-25T17:33:00.000-06:00||2022-05-25T22:59:00.000-04:00,1653531120||1653540720,2022-05-25T22:12:00.000-04:00||2022-05-26T00:52:00.000-04:00,DTW||BOS,DEN||DTW,Delta||Delta,DL||DL,Airbus A321||Airbus A321,9540||6780,1142||622,coach||coach
8bd3da91e4f5f52f4a455868352b12a7,2022-05-18,2022-07-01,ATL,DFW,GVAIZNN1,PT2H25M,0,False,False,True,182.33,210.61,7,725.0,1656718380,2022-07-01T19:33:00.000-04:00,1656727080,2022-07-01T20:58:00.000-05:00,DFW,ATL,American Airlines,AA,Airbus A321,8700,725,coach
2e600626e741a4cbed3c3b095c466b7d,2022-07-25,2022-08-10,OAK,IAD,LA7NA0ME,PT12H30M,1,False,False,False,305.12,356.1,9,3017.0,1660182600||1660193400||1660222500,2022-08-10T18:50:00.000-07:00||2022-08-10T21:50:00.000-07:00||2022-08-11T08:55:00.000-04:00,1660187700||1660213140||1660227600,2022-08-10T20:15:00.000-07:00||2022-08-11T06:19:00.000-04:00||2022-08-11T10:20:00.000-04:00,LAX||JFK||IAD,OAK||LAX||JFK,Delta||Delta||Delta,DL||DL||DL,Embraer 175 (Enhanced Winglets)||||Canadair Regional Jet 900,5100||19740||5100,338||2458||221,coach||coach||coach
3518615bbab4b4adaa12424fbbb6c85a,2022-09-28,2022-10-10,DFW,LAX,SH7OAVMN,PT7H48M,0,False,False,False,281.86,326.6,7,1807.0,1665435300||1665458100,2022-10-10T15:55:00.000-05:00||2022-10-10T20:15:00.000-07:00,1665449100||1665463380,2022-10-10T17:45:00.000-07:00||2022-10-10T21:43:00.000-07:00,SFO||LAX,DAL||SFO,Alaska Airlines||Alaska Airlines,AS||AS,Boeing 737-900||Embraer 175,13800||5280,1468||339,coach||coach
d4fa6187300611735d959b4569341545,2022-09-29,2022-10-27,DFW,DTW,HAA0OKEN,PT5H15M,0,False,False,False,339.53,388.6,8,1328.0,1666881540||1666890600,2022-10-27T09:39:00.000-05:00||2022-10-27T12:10:00.000-05:00,1666886280||1666900440,2022-10-27T10:58:00.000-05:00||2022-10-27T15:54:00.000-04:00,IAH||DTW,DFW||IAH,United||United,UA||UA,Airbus A320||Airbus A319,4740||9840,233||1095,coach||coach
372b4b1020b2bc5c44adc9ea233b0617,2022-08-07,2022-09-02,MIA,JFK,SVAJZNN3,PT2H55M,0,False,False,True,146.05,171.6,7,1104.0,1662156240,2022-09-02T18:04:00.000-04:00,1662166740,2022-09-02T20:59:00.000-04:00,JFK,MIA,American Airlines,AA,Boeing 777-200,10500,1104,coach
7482805f5cbfad316b1b02d364021993,2022-05-09,2022-06-16,EWR,CLT,GUAHZNN1,PT1H46M,0,False,False,True,194.42,223.6,7,545.0,1655370000,2022-06-16T05:00:00.000-04:00,1655376360,2022-06-16T06:46:00.000-04:00,CLT,EWR,American Airlines,AA,Boeing 737-800,6360,545,coach
0959a3802b7392f56d9f18b9791576ab,2022-06-19,2022-06-30,ATL,EWR,SAA3JHES,PT2H13M,0,False,False,True,120.0,143.6,6,762.0,1656584160,2022-06-30T06:16:00.000-04:00,1656592140,2022-06-30T08:29:00.000-04:00,EWR,ATL,United,UA,Boeing 737-900,7980,762,coach
5740b607a5afe58060440d57534bf0e7,2022-07-18,2022-08-03,DEN,ATL,UA3NR,PT7H9M,0,False,False,False,11.0,118.58,0,,1659551460||1659562500,2022-08-03T12:31:00.000-06:00||2022-08-03T14:35:00.000-07:00,1659558480||1659577200,2022-08-03T13:28:00.000-07:00||2022-08-03T21:40:00.000-04:00,LAS||ATL,DEN||LAS,Spirit Airlines||Spirit Airlines,NK||NK,AIRBUS INDUSTRIE A320 SHARKLETS||Airbus A319,7020||14700,None||None,coach||coach
dd0349f990e65061a90d2e1e0ef839cf,2022-06-30,2022-07-16,DTW,CLT,WI3AUEL1,PT11H35M,0,False,False,False,429.16,490.55,7,1350.0,1657973700||1658006040,2022-07-16T08:15:00.000-04:00||2022-07-16T17:14:00.000-04:00,1657980240||1658015400,2022-07-16T10:04:00.000-04:00||2022-07-16T19:50:00.000-04:00,BOS||CLT,DTW||BOS,JetBlue Airways||JetBlue Airways,B6||B6,||Embraer 190,6540||9360,622||728,coach||coach
fd56f427563b54ffedcfbe8aa29b1e27,2022-07-30,2022-09-27,BOS,SFO,VAVNA0BC,PT9H35M,0,True,False,False,142.32,176.59,9,3168.0,1664312400||1664339340,2022-09-27T17:00:00.000-04:00||2022-09-27T21:29:00.000-07:00,1664335260||1664346900,2022-09-27T20:21:00.000-07:00||2022-09-27T23:35:00.000-07:00,SEA||SFO,BOS||SEA,Delta||Delta,DL||DL,||Boeing 737-800,22860||7560,2489||679,coach||coach
b32eac926f240c3ba3779efcf3979701,2022-09-27,2022-10-25,LGA,LAX,OUAZZNB3,PT8H21M,0,True,False,False,108.84,140.6,7,2618.0,1666728000||1666746540,2022-10-25T16:00:00.000-04:00||2022-10-25T20:09:00.000-05:00,1666742580||1666758060,2022-10-25T19:03:00.000-05:00||2022-10-25T21:21:00.000-07:00,DFW||LAX,LGA||DFW,American Airlines||American Airlines,AA||AA,Boeing 737-800||Boeing 787-8,14580||11520,1380||1238,coach||coach
0146ca5c37f937e6978c0684c37c78f4,2022-07-22,2022-09-10,OAK,BOS,UAUNA0BC,PT9H17M,0,True,False,False,185.12,222.6,9,2944.0,1662834840||1662848400,2022-09-10T11:34:00.000-07:00||2022-09-10T15:20:00.000-07:00,1662840420||1662868260,2022-09-10T13:07:00.000-07:00||2022-09-10T23:51:00.000-04:00,LAX||BOS,OAK||LAX,Delta||Delta,DL||DL,Embraer 175 (Enhanced Winglets)||Boeing 757-200,5580||19860,338||2606,coach||coach
b01eb4b2bcb9befe59db84376445b90f,2022-05-30,2022-06-03,SFO,DEN,HA0OA0MC,PT4H28M,0,False,False,False,358.14,408.6,3,979.0,1654289700||1654300500,2022-06-03T13:55:00.000-07:00||2022-06-03T17:55:00.000-06:00,1654296300||1654305780,2022-06-03T16:45:00.000-06:00||2022-06-03T19:23:00.000-06:00,SLC||DEN,SFO||SLC,Delta||Delta,DL||DL,Boeing 737-800||Airbus A321,6600||5280,599||380,coach||coach
44a0720d48707cbce492b358bab05698,2022-06-23,2022-07-30,LAX,LGA,L3AZZNN1,PT10H15M,0,False,False,False,390.7,443.6,7,2618.0,1659189600||1659214020,2022-07-30T07:00:00.000-07:00||2022-07-30T15:47:00.000-05:00,1659201420||1659226500,2022-07-30T12:17:00.000-05:00||2022-07-30T20:15:00.000-04:00,DFW||LGA,LAX||DFW,American Airlines||American Airlines,AA||AA,||Boeing 737-800,11820||12480,1238||1380,coach||coach
ee05c5d1fb0c3435dfcd2ee386b1c1bd,2022-05-26,2022-06-10,ATL,ORD,KA7OA0MQ,PT2H4M,0,False,False,True,273.49,308.6,5,600.0,1654869300,2022-06-10T09:55:00.000-04:00,1654876740,2022-06-10T10:59:00.000-05:00,ORD,ATL,Delta,DL,Airbus A321,7440,600,coach
3780bd76489020816cb9728f23dfc240,2022-04-27,2022-05-13,IAD,LAX,EAA0OQEN,PT5H53M,0,False,False,True,599.07,658.6,8,2295.0,1652476500,2022-05-13T17:15:00.000-04:00,1652497680,2022-05-13T20:08:00.000-07:00,LAX,IAD,United,UA,Boeing 737-900,21180,2295,coach
0030a3fe7224cc77e52483f6d73522db,2022-07-05,2022-08-04,ORD,LAX,MH3OAVMN,PT13H55M,0,False,False,False,481.86,547.2,7,2681.0,1659629400||1659670200,2022-08-04T11:10:00.000-05:00||2022-08-04T20:30:00.000-07:00,1659645900||1659679500,2022-08-04T13:45:00.000-07:00||2022-08-04T23:05:00.000-07:00,SEA||ONT,ORD||SEA,Alaska Airlines||Alaska Airlines,AS||AS,Boeing 737-900||Boeing 737-900,16500||9300,1723||958,coach||coach
7ccc245925886c2c4fa87ba5c5f95c5d,2022-07-11,2022-07-23,CLT,ATL,HA7QA0MQ,PT1H16M,0,False,False,True,320.0,357.1,9,228.0,1658600760,2022-07-23T14:26:00.000-04:00,1658605320,2022-07-23T15:42:00.000-04:00,ATL,CLT,Delta,DL,Boeing 717,4560,228,coach
a0a13097769e017f5a5a7225b00ca11d,2022-04-17,2022-05-08,OAK,DFW,HH7OASMN,PT8H57M,0,False,False,False,519.07,581.6,7,2335.0,1652039520||1652057700,2022-05-08T12:52:00.000-07:00||2022-05-08T17:55:00.000-07:00,1652046900||1652071740,2022-05-08T14:55:00.000-07:00||2022-05-08T23:49:00.000-05:00,SEA||DFW,OAK||SEA,Alaska Airlines||Alaska Airlines,AS||AS,Boeing 737-800||Boeing 737-800,7380||14040,672||1663,coach||coach
b6f69d8086d5046458b894fce6cca672,2022-10-04,2022-10-26,DTW,JFK,V7AJZNN1,PT3H29M,0,False,False,False,200.0,238.6,7,612.0,1666820100||1666827900,2022-10-26T17:35:00.000-04:00||2022-10-26T19:45:00.000-04:00,1666826100||1666832640,2022-10-26T19:15:00.000-04:00||2022-10-26T21:04:00.000-04:00,DCA||JFK,DTW||DCA,American Airlines||American Airlines,AA||AA,Embraer 175||Embraer 175,6000||4740,391||221,coach||coach
45fe0c7aacb619cb64ce9daf6460f516,2022-04-30,2022-05-02,LAX,EWR,SAA3PQBN,PT8H24M,1,True,False,False,222.33,262.61,9,2465.0,1651557540||1651580100,2022-05-02T22:59:00.000-07:00||2022-05-03T07:15:00.000-05:00,1651571520||1651587780,2022-05-03T04:52:00.000-05:00||2022-05-03T10:23:00.000-04:00,ORD||EWR,LAX||ORD,United||United,UA||UA,BOEING 787-9||Airbus A319,13980||7680,1745||720,coach||coach
0f6c563eecdbcdd90088177cc5491b04,2022-08-13,2022-09-27,OAK,DTW,GH2OXVMN,PT9H38M,0,False,False,False,405.58,464.1,6,2635.0,1664301000||1664313000||1664330700,2022-09-27T10:50:00.000-07:00||2022-09-27T14:10:00.000-07:00||2022-09-27T21:05:00.000-05:00,1664308800||1664327400||1664335680,2022-09-27T13:00:00.000-07:00||2022-09-27T20:10:00.000-05:00||2022-09-27T23:28:00.000-04:00,SEA||ORD||DTW,OAK||SEA||ORD,Alaska Airlines||Alaska Airlines||United,AS||AS||UA,Boeing 737-800||Boeing 737 MAX 9||Embraer 175 (Enhanced Winglets),7800||14400||4980,672||1723||240,coach||coach||coach
